financial_year,state,area_of_expenditure,broad_source_of_funding,real_expenditure_millions
2005-06,QLD,Private hospitals,Non-government,163
2005-06,QLD,Private hospitals,Non-government,848
2005-06,QLD,Public health,Government,182
2005-06,QLD,Public health,Government,140
2005-06,QLD,Public health,Non-government,9
2005-06,QLD,Public health,Non-government,20
2005-06,QLD,Public hospitals,Government,2256
2005-06,QLD,Public hospitals,Government,2800
2005-06,QLD,Public hospitals,Non-government,25
2005-06,QLD,Public hospitals,Non-government,117
2005-06,QLD,Public hospitals,Non-government,36
2005-06,QLD,Research,Government,271
2005-06,QLD,Research,Government,41
2005-06,QLD,Research,Non-government,23
2005-06,WA,Administration,Government,160
2005-06,WA,Administration,Government,166
2005-06,WA,Administration,Non-government,85
2005-06,WA,Aids and appliances,Government,36
2005-06,WA,Aids and appliances,Non-government,335
2005-06,WA,Aids and appliances,Non-government,4
2005-06,WA,Aids and appliances,Non-government,29
2005-06,WA,All other medications,Government,11
2005-06,WA,All other medications,Non-government,376
2005-06,WA,All other medications,Non-government,12
2005-06,WA,All other medications,Non-government,4
2005-06,WA,Benefit-paid pharmaceuticals,Government,526
2005-06,WA,Benefit-paid pharmaceuticals,Non-government,117
2005-06,WA,Capital expenditure,Government,12
2005-06,WA,Capital expenditure,Government,161
2005-06,WA,Capital expenditure,Non-government,569
2005-06,WA,Community health,Government,85
2005-06,WA,Community health,Government,437
2005-06,WA,Community health,Non-government,16
2005-06,WA,Community health,Non-government,53
2005-06,WA,Community health,Non-government,0
2005-06,WA,Dental services,Government,59
2005-06,WA,Dental services,Government,59
2005-06,WA,Dental services,Non-government,437
2005-06,WA,Dental services,Non-government,3
2005-06,WA,Dental services,Non-government,109
2005-06,WA,Medical expense tax rebate,Government,32
2005-06,WA,Medical expense tax rebate,Non-government,-32
2005-06,WA,Medical services,Government,1268
2005-06,WA,Medical services,Non-government,188
2005-06,WA,Medical services,Non-government,94
2005-06,WA,Medical services,Non-government,84
2005-06,WA,Other health practitioners,Government,78
2005-06,WA,Other health practitioners,Non-government,66
2005-06,WA,Other health practitioners,Non-government,23
2005-06,WA,Other health practitioners,Non-government,50
2005-06,WA,Patient transport services,Government,20
2005-06,WA,Patient transport services,Government,69
2005-06,WA,Patient transport services,Non-government,57
2005-06,WA,Patient transport services,Non-government,7
2005-06,WA,Patient transport services,Non-government,10
2005-06,WA,Private hospitals,Government,302
2005-06,WA,Private hospitals,Government,246
2005-06,WA,Private hospitals,Non-government,46
2005-06,WA,Private hospitals,Non-government,71
2005-06,WA,Private hospitals,Non-government,418
2005-06,WA,Public health,Government,91
2005-06,WA,Public health,Government,92
2005-06,WA,Public health,Non-government,7
2005-06,WA,Public health,Non-government,9
2005-06,WA,Public hospitals,Government,1170
2005-06,WA,Public hospitals,Government,1459
2005-06,WA,Public hospitals,Non-government,94
2005-06,WA,Public hospitals,Non-government,43
2005-06,WA,Public hospitals,Non-government,36
2005-06,WA,Research,Government,184
2005-06,WA,Research,Government,29
2005-06,WA,Research,Non-government,16
2005-06,SA,Administration,Government,128
2005-06,SA,Administration,Government,234
2005-06,SA,Administration,Non-government,68
2005-06,SA,Aids and appliances,Government,31
2005-06,SA,Aids and appliances,Non-government,151
2005-06,SA,Aids and appliances,Non-government,8
2005-06,SA,Aids and appliances,Non-government,24
2005-06,SA,All other medications,Government,10
2005-06,SA,All other medications,Non-government,286
2005-06,SA,All other medications,Non-government,6
2005-06,SA,All other medications,Non-government,4
2005-06,SA,Benefit-paid pharmaceuticals,Government,516
2005-06,SA,Benefit-paid pharmaceuticals,Non-government,101
2005-06,SA,Capital expenditure,Government,12
2005-06,SA,Capital expenditure,Government,159
2005-06,SA,Capital expenditure,Non-government,87
2005-06,SA,Community health,Government,57
2005-06,SA,Community health,Government,355
2005-06,SA,Community health,Non-government,21
2005-06,SA,Community health,Non-government,95
2005-06,SA,Community health,Non-government,0
2005-06,SA,Dental services,Government,49
2005-06,SA,Dental services,Government,57
2005-06,SA,Dental services,Non-government,164
2005-06,SA,Dental services,Non-government,1
2005-06,SA,Dental services,Non-government,88
2005-06,SA,Medical expense tax rebate,Government,21
2005-06,SA,Medical expense tax rebate,Non-government,-21
2005-06,SA,Medical services,Government,1043
2005-06,SA,Medical services,Non-government,108
2005-06,SA,Medical services,Non-government,118
2005-06,SA,Medical services,Non-government,72
2005-06,SA,Other health practitioners,Government,71
2005-06,SA,Other health practitioners,Non-government,47
2005-06,SA,Other health practitioners,Non-government,39
2005-06,SA,Other health practitioners,Non-government,52
2005-06,SA,Patient transport services,Government,13
2005-06,SA,Patient transport services,Government,68
2005-06,SA,Patient transport services,Non-government,41
2005-06,SA,Patient transport services,Non-government,9
2005-06,SA,Patient transport services,Non-government,4
2005-06,SA,Private hospitals,Government,198
2005-06,SA,Private hospitals,Government,4
2005-06,SA,Private hospitals,Non-government,36
2005-06,SA,Private hospitals,Non-government,34
2005-06,SA,Private hospitals,Non-government,322
2005-06,SA,Public health,Government,73
2005-06,SA,Public health,Government,67
2005-06,SA,Public health,Non-government,8
2005-06,SA,Public hospitals,Government,1032
2005-06,SA,Public hospitals,Government,1230
2005-06,SA,Public hospitals,Non-government,3
2005-06,SA,Public hospitals,Non-government,39
2005-06,SA,Public hospitals,Non-government,38
2005-06,SA,Research,Government,174
2005-06,SA,Research,Government,24
2005-06,SA,Research,Non-government,9
2005-06,TAS,Administration,Government,47
2005-06,TAS,Administration,Government,48
2005-06,TAS,Administration,Non-government,23
2005-06,TAS,Aids and appliances,Government,9
2005-06,TAS,Aids and appliances,Non-government,43
2005-06,TAS,Aids and appliances,Non-government,2
2005-06,TAS,Aids and appliances,Non-government,7
2005-06,TAS,All other medications,Government,5
2005-06,TAS,All other medications,Non-government,94
2005-06,TAS,All other medications,Non-government,2
2005-06,TAS,All other medications,Non-government,2
2005-06,TAS,Benefit-paid pharmaceuticals,Government,165
2005-06,TAS,Benefit-paid pharmaceuticals,Non-government,32
2005-06,TAS,Capital expenditure,Government,5
2005-06,TAS,Capital expenditure,Government,38
2005-06,TAS,Capital expenditure,Non-government,172
2005-06,TAS,Community health,Government,13
2005-06,TAS,Community health,Government,86
2005-06,TAS,Community health,Non-government,7
2005-06,TAS,Community health,Non-government,0
2005-06,TAS,Community health,Non-government,0
2005-06,TAS,Dental services,Government,10
2005-06,TAS,Dental services,Government,15
2005-06,TAS,Dental services,Non-government,61
2005-06,TAS,Dental services,Non-government,0
2005-06,TAS,Dental services,Non-government,19
2005-06,TAS,Medical expense tax rebate,Government,5
2005-06,TAS,Medical expense tax rebate,Non-government,-5
2005-06,TAS,Medical services,Government,309
2005-06,TAS,Medical services,Non-government,38
2005-06,TAS,Medical services,Non-government,15
2005-06,TAS,Medical services,Non-government,18
2005-06,TAS,Other health practitioners,Government,22
2005-06,TAS,Other health practitioners,Non-government,38
2005-06,TAS,Other health practitioners,Non-government,9
2005-06,TAS,Other health practitioners,Non-government,11
2005-06,TAS,Patient transport services,Government,4
2005-06,TAS,Patient transport services,Government,17
2005-06,TAS,Patient transport services,Non-government,0
2005-06,TAS,Patient transport services,Non-government,2
2005-06,TAS,Patient transport services,Non-government,0
2005-06,TAS,Private hospitals,Government,68
2005-06,TAS,Private hospitals,Government,12
2005-06,TAS,Private hospitals,Non-government,6
2005-06,TAS,Private hospitals,Non-government,13
2005-06,TAS,Private hospitals,Non-government,99
2005-06,TAS,Public health,Government,32
2005-06,TAS,Public health,Government,21
2005-06,TAS,Public health,Non-government,3
2005-06,TAS,Public hospitals,Government,272
2005-06,TAS,Public hospitals,Government,322
2005-06,TAS,Public hospitals,Non-government,7
2005-06,TAS,Public hospitals,Non-government,27
2005-06,TAS,Public hospitals,Non-government,12
2005-06,TAS,Research,Government,39
2005-06,TAS,Research,Government,8
2005-06,TAS,Research,Non-government,1
2005-06,ACT,Administration,Government,65
2005-06,ACT,Administration,Government,37
2005-06,ACT,Administration,Non-government,11
2005-06,ACT,Aids and appliances,Government,5
2005-06,ACT,Aids and appliances,Non-government,18
2005-06,ACT,Aids and appliances,Non-government,1
2005-06,ACT,Aids and appliances,Non-government,4
2005-06,ACT,All other medications,Government,2
2005-06,ACT,All other medications,Non-government,44
2005-06,ACT,All other medications,Non-government,2
2005-06,ACT,All other medications,Non-government,1
2005-06,ACT,Benefit-paid pharmaceuticals,Government,77
2005-06,ACT,Benefit-paid pharmaceuticals,Non-government,21
2005-06,ACT,Capital expenditure,Government,3
2005-06,ACT,Capital expenditure,Government,36
2005-06,ACT,Capital expenditure,Non-government,75
2005-06,ACT,Community health,Government,7
2005-06,ACT,Community health,Government,126
2005-06,ACT,Community health,Non-government,11
2005-06,ACT,Community health,Non-government,10
2005-06,ACT,Community health,Non-government,0
2005-06,ACT,Dental services,Government,10
2005-06,ACT,Dental services,Government,9
2005-06,ACT,Dental services,Non-government,71
2005-06,ACT,Dental services,Non-government,0
2005-06,ACT,Dental services,Non-government,18
2005-06,ACT,Medical expense tax rebate,Government,13
2005-06,ACT,Medical expense tax rebate,Non-government,-13
2005-06,ACT,Medical services,Government,211
2005-06,ACT,Medical services,Non-government,67
2005-06,ACT,Medical services,Non-government,10
2005-06,ACT,Medical services,Non-government,8
2005-06,ACT,Other health practitioners,Government,12
2005-06,ACT,Other health practitioners,Non-government,41
2005-06,ACT,Other health practitioners,Non-government,9
2005-06,ACT,Other health practitioners,Non-government,7
2005-06,ACT,Patient transport services,Government,4
2005-06,ACT,Patient transport services,Government,6
2005-06,ACT,Patient transport services,Non-government,0
2005-06,ACT,Patient transport services,Non-government,1
2005-06,ACT,Patient transport services,Non-government,9
2005-06,ACT,Private hospitals,Government,33
2005-06,ACT,Private hospitals,Government,0
2005-06,ACT,Private hospitals,Non-government,13
2005-06,ACT,Private hospitals,Non-government,8
2005-06,ACT,Private hospitals,Non-government,44
2005-06,ACT,Public health,Government,20
2005-06,ACT,Public health,Government,23
2005-06,ACT,Public health,Non-government,2
2005-06,ACT,Public health,Non-government,5
2005-06,ACT,Public hospitals,Government,162
2005-06,ACT,Public hospitals,Government,384
2005-06,ACT,Public hospitals,Non-government,5
2005-06,ACT,Public hospitals,Non-government,43
2005-06,ACT,Public hospitals,Non-government,7
2005-06,ACT,Research,Government,142
2005-06,ACT,Research,Government,16
2005-06,ACT,Research,Non-government,5
2005-06,NT,Administration,Government,47
2005-06,NT,Administration,Non-government,1
2005-06,NT,Aids and appliances,Government,3
2005-06,NT,Aids and appliances,Non-government,13
2005-06,NT,Aids and appliances,Non-government,0
2005-06,NT,Aids and appliances,Non-government,2
2005-06,NT,All other medications,Government,4
2005-06,NT,All other medications,Non-government,21
2005-06,NT,All other medications,Non-government,0
2005-06,NT,All other medications,Non-government,0
2005-06,NT,Benefit-paid pharmaceuticals,Government,35
2005-06,NT,Benefit-paid pharmaceuticals,Non-government,6
2005-06,NT,Capital expenditure,Government,6
2005-06,NT,Capital expenditure,Government,9
2005-06,NT,Capital expenditure,Non-government,52
2005-06,NT,Community health,Government,77
2005-06,NT,Community health,Government,141
2005-06,NT,Community health,Non-government,0
2005-06,NT,Community health,Non-government,0
2005-06,NT,Community health,Non-government,0
2005-06,NT,Dental services,Government,2
2005-06,NT,Dental services,Government,12
2005-06,NT,Dental services,Non-government,45
2005-06,NT,Dental services,Non-government,0
2005-06,NT,Dental services,Non-government,4
2005-06,NT,Medical expense tax rebate,Government,1
2005-06,NT,Medical expense tax rebate,Non-government,-1
2005-06,NT,Medical services,Government,79
2005-06,NT,Medical services,Government,0
2005-06,NT,Medical services,Non-government,9
2005-06,NT,Medical services,Non-government,9
2005-06,NT,Medical services,Non-government,3
