financial_year,state,area_of_expenditure,broad_source_of_funding,real_expenditure_millions
2006,VIC,Community health,Government,67
2006,VIC,Community health,Government,814
2006,VIC,Community health,Other,5
2006,VIC,Community health,Other,3
2006,VIC,Community health,Other,0
2006,VIC,Dental services,Government,98
2006,VIC,Dental services,Government,124
2006,VIC,Dental services,Other,1515
2006,VIC,Dental services,Other,2
2006,VIC,Dental services,Other,175
2006,VIC,Medical expense tax rebate,Government,114
2006,VIC,Medical expense tax rebate,Other,
2006,VIC,Medical services,Government,3545
2006,VIC,Medical services,Other,494
2006,VIC,Medical services,Other,166
2006,VIC,Medical services,Other,223
2006,VIC,Other health practitioners,Government,228
2006,VIC,Other health practitioners,Other,720
2006,VIC,Other health practitioners,Other,95
2006,VIC,Other health practitioners,Other,99
2006,VIC,Patient transport services,Government,44
2006,VIC,Patient transport services,Government,269
2006,VIC,Patient transport services,Other,135
2006,VIC,Patient transport services,Other,26
2006,VIC,Patient transport services,Other,8
2006,VIC,Private hospitals,Government,704
2006,VIC,Private hospitals,Other,94
2006,VIC,Private hospitals,Other,142
2006,VIC,Private hospitals,Other,1030
2006,VIC,Public health,Government,253
2006,VIC,Public health,Government,201
2006,VIC,Public health,Other,26
2006,VIC,Public hospitals,Government,2963
2006,VIC,Public hospitals,Government,3626
2006,VIC,Public hospitals,Other,38
2006,VIC,Public hospitals,Other,573
2006,VIC,Public hospitals,Other,131
2006,VIC,Research,Government,713
2006,VIC,Research,Government,153
2006,VIC,Research,Other,91
2006,QLD,Administration,Government,304
2006,QLD,Administration,Government,50
2006,QLD,Administration,Other,193
2006,QLD,Aids and appliances,Government,73
2006,QLD,Aids and appliances,Other,392
2006,QLD,Aids and appliances,Other,4
2006,QLD,Aids and appliances,Other,50
2006,QLD,All other medications,Government,56
2006,QLD,All other medications,Other,1006
2006,QLD,All other medications,Other,8
2006,QLD,All other medications,Other,10
2006,QLD,Benefit,Government,1215
2006,QLD,Benefit,Other,249
2006,QLD,Capital expenditure,Government,17
2006,QLD,Capital expenditure,Government,597
2006,QLD,Capital expenditure,Other,918
2006,QLD,Community health,Government,120
2006,QLD,Community health,Government,876
2006,QLD,Community health,Other,110
2006,QLD,Community health,Other,2
2006,QLD,Community health,Other,0
2006,QLD,Dental services,Government,109
2006,QLD,Dental services,Government,154
2006,QLD,Dental services,Other,523
2006,QLD,Dental services,Other,1
2006,QLD,Dental services,Other,181
2006,QLD,Medical expense tax rebate,Government,79
2006,QLD,Medical expense tax rebate,Other,
2006,QLD,Medical services,Government,2849
2006,QLD,Medical services,Other,477
2006,QLD,Medical services,Other,101
2006,QLD,Medical services,Other,164
2006,QLD,Other health practitioners,Government,195
2006,QLD,Other health practitioners,Other,418
2006,QLD,Other health practitioners,Other,48
2006,QLD,Other health practitioners,Other,100
2006,QLD,Patient transport services,Government,45
2006,QLD,Patient transport services,Government,474
2006,QLD,Patient transport services,Other,6
2006,QLD,Patient transport services,Other,10
2006,QLD,Patient transport services,Other,0
2006,QLD,Private hospitals,Government,753
2006,QLD,Private hospitals,Government,38
2006,QLD,Private hospitals,Other,101
2006,QLD,Private hospitals,Other,110
2006,QLD,Private hospitals,Other,902
2006,QLD,Public health,Government,235
2006,QLD,Public health,Government,143
2006,QLD,Public health,Other,10
2006,QLD,Public health,Other,22
2006,QLD,Public hospitals,Government,2310
2006,QLD,Public hospitals,Government,3470
2006,QLD,Public hospitals,Other,25
2006,QLD,Public hospitals,Other,170
2006,QLD,Public hospitals,Other,37
2006,QLD,Research,Government,288
2006,QLD,Research,Government,48
2006,QLD,Research,Other,29
2006,WA,Administration,Government,158
2006,WA,Administration,Government,64
2006,WA,Administration,Other,90
2006,WA,Aids and appliances,Government,38
2006,WA,Aids and appliances,Other,368
2006,WA,Aids and appliances,Other,4
2006,WA,Aids and appliances,Other,30
2006,WA,All other medications,Government,30
2006,WA,All other medications,Other,432
2006,WA,All other medications,Other,11
2006,WA,All other medications,Other,4
2006,WA,Benefit,Government,548
2006,WA,Benefit,Other,122
2006,WA,Capital expenditure,Government,13
2006,WA,Capital expenditure,Government,166
2006,WA,Capital expenditure,Other,524
2006,WA,Community health,Government,92
2006,WA,Community health,Government,671
2006,WA,Community health,Other,13
2006,WA,Community health,Other,23
2006,WA,Community health,Other,0
2006,WA,Dental services,Government,61
2006,WA,Dental services,Government,62
2006,WA,Dental services,Other,469
2006,WA,Dental services,Other,3
2006,WA,Dental services,Other,115
2006,WA,Medical expense tax rebate,Government,37
2006,WA,Medical expense tax rebate,Other,
2006,WA,Medical services,Government,1301
2006,WA,Medical services,Other,216
2006,WA,Medical services,Other,94
2006,WA,Medical services,Other,91
2006,WA,Other health practitioners,Government,89
2006,WA,Other health practitioners,Other,74
2006,WA,Other health practitioners,Other,23
2006,WA,Other health practitioners,Other,51
2006,WA,Patient transport services,Government,20
2006,WA,Patient transport services,Government,73
2006,WA,Patient transport services,Other,47
2006,WA,Patient transport services,Other,7
2006,WA,Patient transport services,Other,6
2006,WA,Private hospitals,Government,309
2006,WA,Private hospitals,Government,229
2006,WA,Private hospitals,Other,53
2006,WA,Private hospitals,Other,74
2006,WA,Private hospitals,Other,441
2006,WA,Public health,Government,111
2006,WA,Public health,Government,87
2006,WA,Public health,Other,7
2006,WA,Public health,Other,9
2006,WA,Public hospitals,Government,1202
2006,WA,Public hospitals,Government,1691
2006,WA,Public hospitals,Other,79
2006,WA,Public hospitals,Other,49
2006,WA,Public hospitals,Other,41
2006,WA,Research,Government,190
2006,WA,Research,Government,32
2006,WA,Research,Other,17
2006,SA,Administration,Government,121
2006,SA,Administration,Government,227
2006,SA,Administration,Other,72
2006,SA,Aids and appliances,Government,32
2006,SA,Aids and appliances,Other,156
2006,SA,Aids and appliances,Other,9
2006,SA,Aids and appliances,Other,26
2006,SA,All other medications,Government,24
2006,SA,All other medications,Other,320
2006,SA,All other medications,Other,7
2006,SA,All other medications,Other,4
2006,SA,Benefit,Government,526
2006,SA,Benefit,Other,102
2006,SA,Capital expenditure,Government,13
2006,SA,Capital expenditure,Government,98
2006,SA,Capital expenditure,Other,230
2006,SA,Community health,Government,56
2006,SA,Community health,Government,339
2006,SA,Community health,Other,20
2006,SA,Community health,Other,5
2006,SA,Community health,Other,0
2006,SA,Dental services,Government,50
2006,SA,Dental services,Government,56
2006,SA,Dental services,Other,168
2006,SA,Dental services,Other,1
2006,SA,Dental services,Other,92
2006,SA,Medical expense tax rebate,Government,22
2006,SA,Medical expense tax rebate,Other,
2006,SA,Medical services,Government,1074
2006,SA,Medical services,Other,112
2006,SA,Medical services,Other,106
2006,SA,Medical services,Other,78
2006,SA,Other health practitioners,Government,78
2006,SA,Other health practitioners,Other,47
2006,SA,Other health practitioners,Other,36
2006,SA,Other health practitioners,Other,55
2006,SA,Patient transport services,Government,14
2006,SA,Patient transport services,Government,85
2006,SA,Patient transport services,Other,41
2006,SA,Patient transport services,Other,9
2006,SA,Patient transport services,Other,5
2006,SA,Private hospitals,Government,197
2006,SA,Private hospitals,Government,6
2006,SA,Private hospitals,Other,33
2006,SA,Private hospitals,Other,23
2006,SA,Private hospitals,Other,330
2006,SA,Public health,Government,92
2006,SA,Public health,Government,73
2006,SA,Public health,Other,9
2006,SA,Public hospitals,Government,1044
2006,SA,Public hospitals,Government,1409
2006,SA,Public hospitals,Other,6
2006,SA,Public hospitals,Other,48
2006,SA,Public hospitals,Other,40
2006,SA,Research,Government,186
2006,SA,Research,Government,26
2006,SA,Research,Other,10
2006,TAS,Administration,Government,40
2006,TAS,Administration,Other,23
2006,TAS,Aids and appliances,Government,10
2006,TAS,Aids and appliances,Other,46
2006,TAS,Aids and appliances,Other,1
2006,TAS,Aids and appliances,Other,7
2006,TAS,All other medications,Government,10
2006,TAS,All other medications,Other,111
2006,TAS,All other medications,Other,2
2006,TAS,All other medications,Other,1
2006,TAS,Benefit,Government,167
2006,TAS,Benefit,Other,32
2006,TAS,Capital expenditure,Government,6
2006,TAS,Capital expenditure,Government,40
2006,TAS,Capital expenditure,Other,78
2006,TAS,Community health,Government,13
2006,TAS,Community health,Government,124
2006,TAS,Community health,Other,10
2006,TAS,Community health,Other,1
2006,TAS,Community health,Other,0
2006,TAS,Dental services,Government,10
2006,TAS,Dental services,Government,18
2006,TAS,Dental services,Other,64
2006,TAS,Dental services,Other,0
2006,TAS,Dental services,Other,19
2006,TAS,Medical expense tax rebate,Government,6
2006,TAS,Medical expense tax rebate,Other,
2006,TAS,Medical services,Government,320
2006,TAS,Medical services,Other,42
2006,TAS,Medical services,Other,16
2006,TAS,Medical services,Other,19
2006,TAS,Other health practitioners,Government,24
2006,TAS,Other health practitioners,Other,36
2006,TAS,Other health practitioners,Other,9
2006,TAS,Other health practitioners,Other,11
2006,TAS,Patient transport services,Government,3
2006,TAS,Patient transport services,Government,33
2006,TAS,Patient transport services,Other,0
2006,TAS,Patient transport services,Other,2
2006,TAS,Patient transport services,Other,0
2006,TAS,Private hospitals,Government,70
2006,TAS,Private hospitals,Government,19
2006,TAS,Private hospitals,Other,5
2006,TAS,Private hospitals,Other,11
2006,TAS,Private hospitals,Other,102
2006,TAS,Public health,Government,32
2006,TAS,Public health,Government,22
2006,TAS,Public health,Other,4
2006,TAS,Public hospitals,Government,286
2006,TAS,Public hospitals,Government,369
2006,TAS,Public hospitals,Other,2
2006,TAS,Public hospitals,Other,30
2006,TAS,Public hospitals,Other,13
2006,TAS,Research,Government,32
2006,TAS,Research,Government,9
2006,TAS,Research,Other,1
2006,ACT,Administration,Government,87
2006,ACT,Administration,Government,36
2006,ACT,Administration,Other,12
2006,ACT,Aids and appliances,Government,6
2006,ACT,Aids and appliances,Other,20
2006,ACT,Aids and appliances,Other,1
2006,ACT,Aids and appliances,Other,5
2006,ACT,All other medications,Government,4
2006,ACT,All other medications,Other,52
2006,ACT,All other medications,Other,1
2006,ACT,All other medications,Other,1
2006,ACT,Benefit,Government,78
2006,ACT,Benefit,Other,20
2006,ACT,Capital expenditure,Government,4
2006,ACT,Capital expenditure,Government,24
2006,ACT,Capital expenditure,Other,32
2006,ACT,Community health,Government,8
2006,ACT,Community health,Government,116
2006,ACT,Community health,Other,9
2006,ACT,Community health,Other,24
2006,ACT,Community health,Other,0
2006,ACT,Dental services,Government,10
2006,ACT,Dental services,Government,9
2006,ACT,Dental services,Other,71
2006,ACT,Dental services,Other,0
2006,ACT,Dental services,Other,19
2006,ACT,Medical expense tax rebate,Government,14
2006,ACT,Medical expense tax rebate,Other,
2006,ACT,Medical services,Government,232
2006,ACT,Medical services,Other,70
2006,ACT,Medical services,Other,10
2006,ACT,Medical services,Other,8
2006,ACT,Other health practitioners,Government,17
2006,ACT,Other health practitioners,Other,42
2006,ACT,Other health practitioners,Other,9
2006,ACT,Other health practitioners,Other,8
2006,ACT,Patient transport services,Government,4
2006,ACT,Patient transport services,Government,4
2006,ACT,Patient transport services,Other,0
2006,ACT,Patient transport services,Other,1
2006,ACT,Patient transport services,Other,10
2006,ACT,Private hospitals,Government,34
2006,ACT,Private hospitals,Government,0
2006,ACT,Private hospitals,Other,3
2006,ACT,Private hospitals,Other,9
2006,ACT,Private hospitals,Other,47
2006,ACT,Public health,Government,24
2006,ACT,Public health,Government,22
2006,ACT,Public health,Other,2
2006,ACT,Public health,Other,6
2006,ACT,Public hospitals,Government,169
2006,ACT,Public hospitals,Government,426
2006,ACT,Public hospitals,Other,5
2006,ACT,Public hospitals,Other,38
2006,ACT,Public hospitals,Other,8
2006,ACT,Research,Government,136
2006,ACT,Research,Government,16
2006,ACT,Research,Other,5
2006,NT,Administration,Government,47
2006,NT,Administration,Other,2
2006,NT,Aids and appliances,Government,3
2006,NT,Aids and appliances,Other,14
2006,NT,Aids and appliances,Other,1
2006,NT,Aids and appliances,Other,2
2006,NT,All other medications,Government,5
2006,NT,All other medications,Other,24
2006,NT,All other medications,Other,0
2006,NT,All other medications,Other,0
2006,NT,Benefit,Government,37
2006,NT,Benefit,Other,6
2006,NT,Capital expenditure,Government,6
2006,NT,Capital expenditure,Government,17
2006,NT,Capital expenditure,Other,20
2006,NT,Community health,Government,90
2006,NT,Community health,Government,138
2006,NT,Community health,Other,4
2006,NT,Community health,Other,0
2006,NT,Community health,Other,0
2006,NT,Dental services,Government,2
2006,NT,Dental services,Government,10
2006,NT,Dental services,Other,50
2006,NT,Dental services,Other,0
2006,NT,Dental services,Other,4
2006,NT,Medical expense tax rebate,Government,2
2006,NT,Medical expense tax rebate,Other,
2006,NT,Medical services,Government,84
2006,NT,Medical services,Other,11
2006,NT,Medical services,Other,9
2006,NT,Medical services,Other,3
2006,NT,Other health practitioners,Government,5
2006,NT,Other health practitioners,Other,22
2006,NT,Other health practitioners,Other,4
2006,NT,Other health practitioners,Other,2
2006,NT,Patient transport services,Government,6
2006,NT,Patient transport services,Government,41
2006,NT,Patient transport services,Other,2
2006,NT,Patient transport services,Other,0
2006,NT,Patient transport services,Other,0
2006,NT,Private hospitals,Government,9
2006,NT,Private hospitals,Government,0
2006,NT,Private hospitals,Other,21
2006,NT,Private hospitals,Other,3
2006,NT,Private hospitals,Other,17
2006,NT,Public health,Government,26
2006,NT,Public health,Government,55
2006,NT,Public health,Other,3
2006,NT,Public health,Other,5
2006,NT,Public hospitals,Government,159
2006,NT,Public hospitals,Government,340
2006,NT,Public hospitals,Other,6
2006,NT,Public hospitals,Other,7
2006,NT,Public hospitals,Other,1
2006,NT,Research,Government,10
2006,NT,Research,Government,0
2006,NT,Research,Other,0
2007,NSW,Administration,Government,510
